"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
NA,"Alone","snowy",30,"10pm","Coffee House","1d","Male","31","Married partner",0,"Some College - No Degree","Sales & Related","$50000 - $62499","",NA,"1~3","gt8","4~8","1~3","1",0,0,1,0,0
"Work","Alone","Rainy",30,"10am",NA,"1d","Male","31","Married partner",0,"high school graduate","Sales & Related","$50000 - $62499","","1~3","1~3","gt8","4~8","1~3","1",1,1,0,NA,1
"Work","Alone","Rainy",80,"10pm","Restaurant(20-50)","2h","Male","31","Married partner",0,"ASSOCIATES DEGREE",NA,NA,"","1~3",NA,"gt8","4~8","1~3","1",0,0,1,0,0
"No Urgent Place","Friend(s)","snowy",80,"2PM","Restaurant(<20)","2h","Male","31","Married partner",0,"SOME HIGH SCHOOL","Sales & Related","$75000 - $87499","",NA,"1~3",NA,NA,"4~8","1",NA,0,0,1,0
"No Urgent Place","Friend(s)","SNOWY",80,"7am","Bar","1d","Male",NA,"Married partner",0,"HIGH SCHOOL GRADUATE","Sales & Related","$75000 - $87499","",NA,"1~3","4~8","4~8","4~8","1",1,0,0,1,0
"No Urgent Place","Friend(s)","SNOWY",55,"10AM","Bar","2h","Male","31","Married partner",0,"high school graduate","Sales & Related","$75000 - $87499","",NA,"1~3","4~8","4~8",NA,"1",1,0,0,1,1
NA,"Friend(s)","Snowy",30,"6PM","Carry out & Take away","2h","Male","31","Married partner",0,"graduate degree (masters or doctorate)",NA,"$75000 - $87499","","1~3","1~3","4~8",NA,"4~8","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","SNOWY",30,"7AM","Restaurant(<20)","1d","Male","31","Married partner",0,"Graduate Degree (Masters or Doctorate)","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","0",0,0,0,NA,1
"No Urgent Place","Alone","snowy",55,"10AM","Bar","1d","Male","31","Married partner",0,"high school graduate","Sales & Related","$75000 - $87499","","1~3","1~3","4~8",NA,"4~8","1",1,0,0,1,1
"No Urgent Place",NA,"SNOWY",80,"2PM","Restaurant(<20)","2h","Male","31","Married partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","1",0,0,0,1,1
NA,"Partner","SUNNY",30,"2PM","Restaurant(20-50)","1d","Male","31","Married partner",0,"Graduate Degree (Masters or Doctorate)","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","1",0,0,0,1,1
"No Urgent Place","Partner","sunny",55,"6pm","Bar","2h","Male","31","Married partner",0,"ASSOCIATES DEGREE","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8",NA,"1",1,0,0,1,0
"No Urgent Place","Partner","snowy",30,"10pm","Restaurant(<20)","1d","Male","31","Married partner",0,"Graduate Degree (Masters or Doctorate)","Sales & Related","$75000 - $87499",NA,"1~3","1~3","4~8",NA,"4~8","1",0,0,0,1,1
"Home","Alone","Rainy",80,"7AM","Carry out & Take away","2h","Male","31","Married partner",0,"SOME COLLEGE - NO DEGREE","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","1",1,0,1,0,1
"Home","Alone","RAINY",NA,"10AM","Carry out & Take away",NA,"Male","31","Married partner",0,"Some College - No Degree","Sales & Related","$75000 - $87499","",NA,"1~3","4~8","4~8","4~8","1",0,NA,0,1,0
"Home","Alone","Sunny",55,"2PM","Coffee House","2h","Male",NA,"Married partner",0,"BACHELORS DEGREE","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","1",0,0,1,0,0
NA,"Alone","Rainy",30,"6pm","Coffee House","2h","Male","31","Married partner",NA,"Some High School","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","0",1,NA,0,1,1
"Home","Alone","rainy",80,"7AM","Restaurant(20-50)","1d","Male",NA,"Married partner",0,"high school graduate","Sales & Related",NA,NA,"1~3",NA,"4~8","4~8","4~8","0",0,0,1,0,1
"Home","Partner","Rainy",30,"6PM",NA,"1d","Male","31","Married partner",0,"High School Graduate","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","1",1,1,0,1,1
"Home","Partner","Sunny",30,"10am","Restaurant(<20)","2h","Male","31","Married partner",0,"BACHELORS DEGREE","Sales & Related",NA,"","1~3",NA,NA,"4~8",NA,"1",1,0,1,0,1
"Home",NA,"Rainy",55,"7AM","Carry out & Take away","1d",NA,"31","Married partner",NA,"Some High School","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","1",0,0,1,0,1
"Work","Alone","rainy",55,"10am","Carry out & Take away",NA,"Male","31","Married partner",0,"high school graduate","Sales & Related","$75000 - $87499","",NA,"1~3","4~8","4~8","4~8","1",0,0,0,1,0
"Work","Alone","snowy",30,"2pm",NA,NA,"Male",NA,"Married partner",0,"graduate degree (masters or doctorate)","Sales & Related",NA,"","1~3","1~3",NA,"4~8","4~8","1",0,0,NA,0,0
NA,"Alone","sunny",30,"6PM","Bar","1d","Male","31","Married partner",0,"Some High School","Sales & Related","$75000 - $87499","","1~3","1~3","4~8",NA,"4~8","1",1,1,NA,1,1
NA,"Alone","snowy",80,"2pm","Restaurant(20-50)","2h","Male","31","Married partner",0,"High School Graduate","Sales & Related","$75000 - $87499","","1~3","1~3","4~8","4~8","4~8","1",0,0,1,0,1
"No Urgent Place","Kid(s)","Rainy",30,"10pm","Restaurant(20-50)","2h","Female","41","Married partner",1,"BACHELORS DEGREE","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","1",0,NA,0,NA,0
"No Urgent Place","Kid(s)","sunny",30,"2PM",NA,"1d","Female","41","Married partner",1,"BACHELORS DEGREE","Education&Training&Library","$100000 or More","","never","gt8","gt8",NA,NA,"1",NA,0,0,1,0
"No Urgent Place",NA,"snowy",NA,"6PM","Restaurant(<20)","2h","Female","41","Married partner",1,"Associates Degree","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","0",NA,NA,0,1,1
NA,"Friend(s)","sunny",80,"7am","Bar",NA,"Female","41","Married partner",1,"Graduate Degree (Masters or Doctorate)","Education&Training&Library","$100000 or More",NA,"never","gt8","gt8","gt8","4~8","1",1,0,0,NA,1
"No Urgent Place","Friend(s)","rainy",55,"7AM","Bar","2h","Female","41","Married partner",1,"Some College - No Degree",NA,"$100000 or More","","never","gt8","gt8","gt8","4~8","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",30,"10pm","Carry out & Take away","2h","Female","41","Married partner",NA,"Bachelors Degree","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","1",0,0,0,1,1
"No Urgent Place","Friend(s)","SUNNY",NA,"10pm","Restaurant(<20)","1d","Female","41","Married partner",NA,"Some High School","Education&Training&Library",NA,"","never","gt8","gt8","gt8","4~8","1",0,0,0,1,0
"No Urgent Place","Alone","SUNNY",55,"6PM","Bar","1d","Female","41","Married partner",1,"high school graduate",NA,"$100000 or More","","never","gt8",NA,"gt8","4~8","1",1,0,0,1,0
"No Urgent Place","Alone","Snowy",80,"10pm","Restaurant(<20)","2h","Female","41","Married partner",1,"Some College - No Degree","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","1",0,NA,0,1,1
"No Urgent Place","Kid(s)","Snowy",55,"7am",NA,"2h",NA,"41","Married partner",1,"bachelors degree","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","1",1,0,0,1,0
"Home","Kid(s)","Sunny",55,"6pm",NA,"1d","Female","41","Married partner",NA,"Graduate Degree (Masters or Doctorate)","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","1",1,0,1,0,0
NA,"Partner","RAINY",30,"7AM","Bar","2h","Female","41","Married partner",1,"graduate degree (masters or doctorate)","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","1",1,NA,0,1,0
"Home","Alone","sunny",80,"2pm","Carry out & Take away","2h","Female","41","Married partner",NA,"Associates Degree","Education&Training&Library","$100000 or More",NA,"never","gt8","gt8","gt8","4~8","1",1,0,1,0,0
"Home","Alone","SNOWY",30,"6PM","Carry out & Take away","1d","Female","41","Married partner",1,"bachelors degree",NA,"$100000 or More","","never","gt8","gt8","gt8","4~8","0",0,0,0,1,1
NA,"Alone","rainy",55,"7AM","Coffee House",NA,NA,"41","Married partner",1,"SOME COLLEGE - NO DEGREE","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","1",0,0,NA,0,0
"Home","Alone","Snowy",30,"10am","Coffee House","2h","Female","41","Married partner",1,"Some College - No Degree",NA,"$100000 or More",NA,"never","gt8","gt8","gt8","4~8","1",1,0,NA,1,0
"Home","Alone","Snowy",NA,"10pm","Restaurant(20-50)","1d","Female","41","Married partner",1,"bachelors degree","Education&Training&Library","$100000 or More","","never","gt8","gt8","gt8","4~8","1",0,0,1,0,1
"Work","Alone","SNOWY",55,"10pm","Carry out & Take away","1d","Female","41","Married partner",1,"High School Graduate",NA,"$100000 or More","","never","gt8","gt8","gt8","4~8","1",0,0,0,1,1
"Work","Alone","rainy",30,"10PM","Coffee House","1d","Female","41","Married partner",1,"Some College - No Degree","Education&Training&Library",NA,"","never","gt8","gt8",NA,NA,"0",0,0,1,0,0
"Work","Alone","SNOWY",30,"6pm","Bar","1d","Female","41","Married partner",1,"BACHELORS DEGREE","Education&Training&Library","$100000 or More","","never",NA,NA,"gt8","4~8","1",1,1,NA,1,0
"Work",NA,"rainy",80,"7AM","Restaurant(20-50)","2h","Female","41","Married partner",1,"SOME HIGH SCHOOL","Education&Training&Library",NA,"",NA,NA,"gt8","gt8","4~8","1",0,0,1,0,1
"No Urgent Place","Friend(s)","SUNNY",80,"2pm","Restaurant(<20)","2h","Female","41","Married partner",0,"associates degree","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","1",NA,0,NA,1,1
"No Urgent Place",NA,"Snowy",80,"10PM","Bar","1d","Female",NA,"Married partner",NA,"some high school","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",55,"10am","Bar","2h",NA,"41","Married partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8",NA,"1",1,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",30,"10PM","Carry out & Take away","2h","Female","41","Married partner",0,"associates degree","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","0",0,0,0,1,0
"No Urgent Place","Friend(s)","Snowy",30,"10AM","Restaurant(<20)","1d","Female","41","Married partner",0,"bachelors degree",NA,"$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","1",0,0,0,1,1
NA,"Alone","Snowy",55,"10pm","Bar","1d","Female","41","Married partner",NA,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Arts Design Entertainment Sports & Media","$87500 - $99999","",NA,"1~3","4~8","4~8","1~3","1",1,0,0,1,0
"No Urgent Place","Alone","rainy",80,"7AM","Restaurant(<20)","2h",NA,"41","Married partner",0,"Graduate Degree (Masters or Doctorate)","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8",NA,"1~3","1",0,0,0,1,0
"No Urgent Place","Partner","SUNNY",30,"6pm","Restaurant(20-50)",NA,"Female","41","Married partner",0,"HIGH SCHOOL GRADUATE","Arts Design Entertainment Sports & Media","$87500 - $99999","",NA,NA,"4~8","4~8","1~3","1",NA,0,0,1,1
"No Urgent Place","Partner","Rainy",55,"7AM","Bar",NA,"Female","41","Married partner",0,"some high school","Arts Design Entertainment Sports & Media","$87500 - $99999","",NA,"1~3","4~8","4~8","1~3","0",1,0,0,1,1
"No Urgent Place","Partner","snowy",30,"10pm","Restaurant(<20)","1d","Female","41","Married partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Arts Design Entertainment Sports & Media","$87500 - $99999",NA,"1~3",NA,"4~8","4~8","1~3","1",0,0,0,1,0
"Home","Alone","sunny",80,"10PM","Carry out & Take away","2h","Female","41","Married partner",0,"bachelors degree","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","1",1,0,1,0,1
"Home","Alone","sunny",30,"2pm","Carry out & Take away","1d","Female","41","Married partner",0,"some college - no degree","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3",NA,"4~8",NA,"1~3","1",0,0,0,1,0
"Home",NA,"Rainy",55,"10AM","Coffee House",NA,"Female","41",NA,NA,"BACHELORS DEGREE","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","1",0,0,1,0,0
NA,"Alone","SNOWY",30,"6pm","Coffee House","2h","Female","41","Married partner",0,"Some College - No Degree","Arts Design Entertainment Sports & Media","$87500 - $99999",NA,"1~3","1~3","4~8",NA,"1~3","1",1,0,0,NA,0
"Home","Alone","RAINY",80,"2pm","Restaurant(20-50)","1d","Female","41","Married partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","1",0,0,NA,0,1
"Home","Partner","Rainy",30,"6pm","Restaurant(<20)","1d","Female",NA,"Married partner",NA,"SOME COLLEGE - NO DEGREE","Arts Design Entertainment Sports & Media",NA,"","1~3","1~3","4~8","4~8","1~3","1",1,1,0,1,1
NA,"Partner","Sunny",NA,"2pm","Restaurant(<20)","2h","Female","41","Married partner",NA,"graduate degree (masters or doctorate)","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8",NA,"1",1,0,1,0,0
"Home","Partner","Snowy",55,"10pm","Carry out & Take away","1d","Female","41","Married partner",0,"graduate degree (masters or doctorate)",NA,"$87500 - $99999","","1~3","1~3",NA,"4~8","1~3","1",0,0,1,0,1
"Work","Alone","RAINY",55,"2pm","Carry out & Take away","1d","Female","41",NA,0,"Graduate Degree (Masters or Doctorate)","Arts Design Entertainment Sports & Media","$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","1",0,NA,0,1,1
"Work","Alone","rainy",30,"6pm","Coffee House","1d","Female","41","Married partner",0,"Associates Degree","Arts Design Entertainment Sports & Media",NA,"","1~3","1~3","4~8","4~8","1~3","1",0,0,1,0,1
"Work","Alone","RAINY",30,"10AM","Bar","1d","Female","41","Married partner",0,"associates degree",NA,"$87500 - $99999","","1~3","1~3","4~8","4~8","1~3","1",1,1,0,1,0
"Work","Alone","Sunny",80,"10PM","Restaurant(20-50)","2h","Female","41","Married partner",0,"some college - no degree","Arts Design Entertainment Sports & Media","$87500 - $99999",NA,"1~3","1~3","4~8","4~8","1~3","1",0,0,1,0,0
NA,"Friend(s)","SNOWY",80,"10am","Restaurant(<20)","2h","Female","below21","Single",0,"High School Graduate","Student","$12500 - $24999","","gt8","1~3","less1","4~8","gt8","1",NA,0,0,NA,1
"No Urgent Place","Friend(s)","Sunny",80,"7AM","Bar",NA,"Female",NA,"Single",0,"High School Graduate","Student","$12500 - $24999","","gt8","1~3",NA,"4~8","gt8","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",NA,"6pm","Bar","2h","Female",NA,"Single",0,"some high school","Student","$12500 - $24999","","gt8","1~3","less1","4~8",NA,"1",NA,0,0,1,1
NA,"Friend(s)","SUNNY",30,"6pm","Carry out & Take away",NA,"Female","below21","Single",0,"High School Graduate",NA,"$12500 - $24999","","gt8","1~3","less1",NA,"gt8","1",0,0,0,1,NA
NA,"Friend(s)","SNOWY",30,"10PM","Restaurant(<20)","1d","Female","below21","Single",0,"Graduate Degree (Masters or Doctorate)",NA,"$12500 - $24999","","gt8","1~3","less1","4~8","gt8","1",0,0,0,1,0
NA,"Alone","RAINY",55,"7am","Bar",NA,"Female",NA,"Single",0,"Some College - No Degree","Student","$12500 - $24999","","gt8","1~3","less1","4~8","gt8","1",1,0,NA,1,0
"No Urgent Place","Alone","Sunny",55,"2PM","Carry out & Take away","2h","Female","below21","Single",NA,"High School Graduate","Student",NA,"",NA,NA,"less1",NA,"gt8","1",0,0,0,NA,1
"No Urgent Place","Alone","Sunny",80,"10pm",NA,"2h","Female","below21","Single",0,"SOME COLLEGE - NO DEGREE","Student","$12500 - $24999","","gt8",NA,"less1","4~8","gt8","1",0,0,0,1,1
"No Urgent Place","Alone","rainy",NA,"10pm","Restaurant(<20)","1d","Female","below21","Single",0,"HIGH SCHOOL GRADUATE",NA,NA,"","gt8","1~3",NA,"4~8","gt8","1",1,0,0,1,1
"Home","Alone","snowy",80,"2pm","Carry out & Take away","2h","Female","below21","Single",0,"High School Graduate","Student","$12500 - $24999","","gt8","1~3",NA,"4~8","gt8","1",1,NA,1,NA,1
"Home","Alone","snowy",30,"7AM","Carry out & Take away","1d","Female","below21","Single",0,"Graduate Degree (Masters or Doctorate)","Student",NA,"","gt8","1~3","less1","4~8","gt8","1",NA,0,0,NA,1
"Home","Alone","Snowy",55,"10AM",NA,"2h","Female",NA,"Single",0,"Bachelors Degree","Student","$12500 - $24999","","gt8","1~3",NA,"4~8","gt8","1",0,0,1,0,1
"Home","Alone","sunny",30,"10pm","Coffee House","2h",NA,"below21","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Student","$12500 - $24999","","gt8","1~3","less1","4~8","gt8","1",NA,0,0,1,0
"Home","Alone","Rainy",30,"7am","Carry out & Take away","1d",NA,NA,"Single",0,"High School Graduate",NA,"$12500 - $24999","","gt8","1~3",NA,"4~8","gt8","1",NA,1,NA,1,0
"Home","Alone","rainy",80,"2PM","Restaurant(20-50)","1d","Female",NA,"Single",NA,"bachelors degree",NA,"$12500 - $24999","","gt8","1~3","less1","4~8","gt8","0",0,0,1,0,1
"Home","Alone","rainy",80,"10am","Restaurant(20-50)","1d","Female","below21","Single",0,"BACHELORS DEGREE","Student","$12500 - $24999","",NA,"1~3","less1","4~8","gt8","0",0,0,NA,1,0
"Work","Alone","Snowy",55,"10AM","Restaurant(<20)","2h","Female","below21","Single",0,"Some High School","Student","$12500 - $24999","","gt8",NA,"less1","4~8","gt8","1",0,0,1,0,1
"Work","Alone","SNOWY",NA,"7am","Carry out & Take away","1d","Female",NA,"Single",0,"some college - no degree","Student","$12500 - $24999","","gt8","1~3","less1","4~8","gt8","0",0,0,0,NA,0
"Work","Alone","RAINY",30,"7AM","Coffee House",NA,NA,"below21","Single",0,"Graduate Degree (Masters or Doctorate)","Student","$12500 - $24999","","gt8","1~3","less1","4~8","gt8","1",0,0,NA,0,1
"Work","Alone","RAINY",30,"7am","Restaurant(<20)","1d","Female","below21",NA,0,"some high school","Student","$12500 - $24999","","gt8","1~3","less1","4~8","gt8","1",1,0,0,1,1
"Work","Alone","Snowy",30,"10pm","Bar","1d","Female","below21","Single",0,"Some High School","Student","$12500 - $24999",NA,"gt8","1~3","less1","4~8","gt8","1",1,1,0,1,NA
"Work","Alone","snowy",80,"10pm","Restaurant(20-50)","2h","Female","below21","Single",0,"some high school","Student","$12500 - $24999","","gt8","1~3",NA,"4~8","gt8","1",0,0,1,0,1
"No Urgent Place","Friend(s)","SUNNY",80,"6pm","Restaurant(<20)","2h","Male","below21","Single",0,"Some College - No Degree","Student","Less than $12500","","never",NA,"gt8","gt8",NA,"1",NA,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",80,"2pm","Bar","1d","Male","below21","Single",NA,"ASSOCIATES DEGREE","Student",NA,"","never","gt8","gt8","gt8","less1","1",1,0,0,1,1
NA,"Friend(s)","rainy",55,"10am","Bar","2h","Male","below21","Single",0,"ASSOCIATES DEGREE",NA,"Less than $12500","","never","gt8","gt8","gt8","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","sunny",30,"10pm",NA,"2h","Male","below21","Single",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Student","Less than $12500","","never","gt8","gt8","gt8","less1","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","SNOWY",30,"7AM","Restaurant(<20)","1d","Male","below21","Single",0,"bachelors degree",NA,"Less than $12500","",NA,"gt8","gt8","gt8",NA,"1",0,0,0,1,1
"No Urgent Place","Alone","Rainy",55,"7am","Bar","1d","Male",NA,"Single",0,"associates degree","Student","Less than $12500",NA,"never","gt8","gt8","gt8","less1","1",NA,0,0,1,0
"No Urgent Place","Alone","RAINY",55,"10pm","Carry out & Take away","2h",NA,"below21","Single",0,"SOME COLLEGE - NO DEGREE","Student","Less than $12500","","never","gt8","gt8","gt8","less1","1",0,0,0,1,1
"No Urgent Place","Alone","RAINY",NA,"6PM","Restaurant(<20)","2h","Male","below21",NA,0,"SOME COLLEGE - NO DEGREE","Student","Less than $12500","","never","gt8","gt8","gt8","less1","1",0,0,0,1,1
